#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVT_DESC_GJ_2;Since the Former Han Dynasty, Emperors' accomplishments were evaluated based on an intricate system of Temple and Posthumous names upon their death established by the "Rites of Zhou".\nChancellor [Root.job_chancellor.GetFullName] and other Ministers beseeches you to honour your predecessor appropriately, in order to bring about an auspicious reign.;;;;;;;;;x
EVTOPTA_GJ.2_GOODCOMPETENT;"The Late Emperor was a brilliant and competent Emperor, I shall honour them appropriately";;;;;;;;;x
EVTOPTB_GJ.2_FOUNDER;"As the founder of this dynasty, they must be given the highest of honours";;;;;;;;;x
EVTOPTC_GJ.2_MEH;"The Late Emperor was...relatively capabable";;;;;;;;;x
EVTOPTD_GJ.2_NEXTPAGE;"The Late Emperor wasn't any of the above..." (page 2/2);;;;;;;;;x
#Initial Menu - Page 2
EVTOPTE_GJ.3_SARCASTICORBAD;"The Late Emperor's reign was riddled with chaos and strife, but...";;;;;;;;;x
EVTOPTF_GJ.3_USURPATION_NOT_SAME_DYNASTY;"They lost the Heavenly Mandate after all...";;;;;;;;;x
EVTOPTG_GJ.3_EARLYDEATHORBATTLE;"They were destined for greatness, yet how soon the stars fall...";;;;;;;;;x
EVTOPTH_GJ.3_RETURNPAGE;"Allow me to reconsider";;;;;;;;;x

#Chose GOODCOMPETENT Menu
EVT_DESC_GJ_4;Posthmous names provided by the "Rites of Zhou" called for a strict evaluation of your predecessor, with names assigned specific meanings to specific accomplishments of each ruler. The Late Emperor was a competent one, their accomplishments matched only by the few in our dynasty. Yet by what aspect of their reign shall they by honoured by is a matter of debate. \n\nWere they a responsible and competent Emperor who guarded their realm? or...\n\nDid they recreate the anew after a calamity? Or... \n\nExpanded the Empire to an unmatched extent?;;;;;;;;;x
EVTGJ_EIGHTPAGES;Eight Page Menu;;;;;;;;;x
EVTOPTA_GJ.4_JUSTGOODCOMPETENT;"They were simply competent and responsible";;;;;;;;;x
EVTOPTC_GJ.4_SAVIOR;"They preserved our dynasty's fortunes in times of chaos";;;;;;;;;x
EVTOPTB_GJ.4_THEGREATMAGNIFICNET;"They were the Greatest, with unparalled glory!";;;;;;;;;x

EVT_DESC_GJ_0034;The previous Emperor was among the few of the founding ones that had fillially and diligently carried out The Progenitor's mission.\n\nLike Emperor Taizong of Tang and Taizong of Han, they alone maintained our Dynasties fortunes during the tumultuous early years, and they shall be hononured as such!;;;;;;;;;x
EVTOPTA_GJ.10_TAIZONG;;;;;;;;;;x

RETURNUPMENU;Returns to previous layer of menu;;;;;;;;;x
EVTOPTD_GJ.4_RETURNUP;Chancellor [Root.job_chancellor.GetFullName], allow me to reconsider...;;;;;;;;;x


#Chose SARCASTICORBAD Menu
EVT_DESC_GJ_5;Previous founders of dynasties were traditionally honoured either as the "Taizu - the Great Progenitor" like the Han, or the "Gaozu - the Supreme Progenitor" like the Tang.\nYour ministers anxiously debate the qualifications of your respected predecessor among the two.;;;;;;;;;x
EVTOPTA_GJ.5_TAIZU;"Originator of the dynasty's fortunes, Taizu - the Great Progenitor";;;;;;;;;x
EVTOPTB_GJ.5_GAOZU;"No other ancestors matched them, Gaozu - the Supreme Progenitor";;;;;;;;;x

#Chose USURPATION_NOT_SAME_DYNASTY Menu
EVT_DESC_GJ_8;Although you have toppled the corrupt former dynasty and release the people from the shackles of their wickedness, it is customary to give them an appropriate title to cement their historical influences to come. \nDepending on their actions in the preceding wars against you, you should give them an insulting or consolating title that suits them;;;;;;;;;x
EVTOPTA_GJ.8_ADULTUSURPED;"Their wickedness surpassed the ancient tyrants Jie and Zhou!";;;;;;;;;x
EVTOPTB_GJ.8_YOUNG;"They were just children burdened with their ancestor's folly";;;;;;;;;x

#Chose 


GIVETEMPLENAMEBADORSAR;Ritualistic Dillema;;;;;;;;;x
EVT_DESC_GJ_7;Your predecessor's actions were certainly questionable, but how would you honour them? If you were to follow the "Rites of Zhou" and give them a bad name, you certainly would be accused of being unfilial by your pesky ministers. On the other hand, you would desecrate your dynasty's temple if you were more lenient...;;;;;;;;;x
EVTOPTA_GJ.7_SARCASTIC;They are my kin, I'll honour them as such;;;;;;;;;x
EVTOPTB_GJ.7_BAD;Allowing their sprits to reside in the Temple is lenient already...;;;;;;;;;x

EVT_DESC_GJ_0034;The foundation of the dynasty was laiden by your ancestor, the Progenitor. But perhaps it was your predecessor was the one who truly preserved their hardwork. \nYour Minister of Rites peeked up and said, "By the annals of the sages, the one who expanded the Empire would be a "Zu", and one who preserved the grandeur was named "Zong". And among them, the Late Emperor was the most grand."  \nThus following examples of the Han Dynasty and the Tang Dynasty, the Late Emperor will be, Taizong the Great Successor!;;;;;;;;;x
EVTOPTA_GJ.10_TAIZONG;They preserved the achievements of the Progenitor!;;;;;;;;;x


EVT_DESC_GJ_35;And with that, the rank and dignity of the late Emperor has been decided.\nLooking at the retreating shadows of Chancellor [Root.job_chancellor.GetFullName] and the Minister of Rites [Root.job_spiritual.GetFullName], you wonder if you've made a fair judgement of the cold corpse. But regardless, with your decision, the uncertainty of the rituals around the Mausoleum have been laid to rest. By the morning of the next day, the corpse shall be taken care of and All Under Heaven shall bow to you.\nAs customary, you have declared the next year to be the first year of the [Root.GetFirstName] Era, you trust that it will be the beginning of a glorious reign. \nSo long, [previous_title_holder.GetDeadChineseEmperorWithTempleName] and All Hail [Root.GetMediumChineseEmperorName]!;;;;;;;;;x
EVTOPTAGJ.35;"May I reign for Ten Thousand Years!";;;;;;;;;x
	
#Game rules
RULE_GROUP_GJ;Gilded Jade;;;;;;;;;x
CHOOSE_TEMPLE_NAMES;Gilded Jade: Choose Temple Names;;;;;;;;;x
CHOOSE_TEMPLE_NAMES_ALL_DESC;If you play as a character with Chinese Imperial government, you will be allowed to issue Temple and Posthmous names on the death or usurpation of your predecessors;;;;;;;;;x
CHOOSE_TEMPLE_NAMES_AI_DESC;Delegate the issuing of Temple and Posthumous Names for all Chinese Imperial governments. They will be automatically given Temple names on death or usurpation of the Empire title.;;;;;;;;;x

#Retinue
RETTYPE_CUL_HAN_CAV;Xuanjia Cavalry;;;;;;;;;x

#Customized Localisation
GetDeadChineseEmperorWithTempleName_string;[This.GetOnlyDynastyName] [This.GetBirthName], Emperor [This.GetFirstNameWithNick];

#Give Dynamic Kingdom-Level Titles
give_dynastic_prince_title;Give Imperial Principality;;;;;;;;;x
give_dynastic_prince_title_desc;As the Emperor, you are expected to reward your kinsmen with high honours. You hereby grant a noble title of rank "Prince" of an ancient Chinese state to [Root.GetTitledName]. Yet to counteract the possibility of rebellious princes, these titles are purely honourific separate from the previous enfeoffed fiefs, each prince has a limited Feng'lu (income) along with a household guard. But at any time an Empire will only be allowed 10 Principalities at most.;;;;;;;;;x
PRINCE;Prince;;;;;;;;;x
PRINCESS;Princess;;;;;;;;;x
COUNTYPRINCE;County Prince;;;;;;;;;x
k_dynamic_dynastic_princes;Placeholder Title;;;;;;;;;x
e_exiled_song;Song Empire;;;;;;;;;x
e_exiled_tang;Tang Empire;;;;;;;;;x
PRINCEOFWEI;Prince of Wei;;;;;;;;;x
PRINCEOFZHENG;Prince of Zheng;;;;;;;;;x

#Connecting Great Wall
connect_great_wall;Connect the Great Walls;;;;;;;;;x
connect_great_wall_desc;Extend the Great Wall to the Circuit of Hexi and connect the existing fortifications together!;;;;;;;;;x

#cultural titles and foa
duchy_han;Prefecture;;;;;;;;;x
duchy_of_han;Prefecture of;;;;;;;;;x
vice_royalty_kingdom_of_han;Circuit of;;;;;;;;;x
vice_royalty_king_han;Duhu;;;;;;;;;x
duke_han;Jiedushi;;;;;;;;;x
king_dynasty;Prince;;;;;;;;;x
king_nondyn;County Prince;;;;;;;;;x
emperor_title_prince_han;Imperial Prince;;;;;;;;;x
emperor_title_prince_female_han;Gongzhu;;;;;;;;;x
king_title_prince_han;Gongzi;;;;;;;;;x

baron_han;Xianling;;;;;;;;;x
baron_female_han;Xianling Furen;;;;;;;;;x
count_han;Junshou;;;;;;;;;x
count_female_han;Junshou Furen;;;;;;;;;x
duke_female_han;Furen;;;;;;;;;x
king_female_han;Wanghou;;;;;;;;;x
barony_of_han;Xian of;;;;;;;;;x
county_of_han;Jun of;;;;;;;;;x
kingdom_of_han;Circuit of;;;;;;;;;x
king_han;Hereditary Jiedushi;;;;;;;;;x
city_baron_han;Elder;;;;;;;;;x
city_count_han;Magistrate;;;;;;;;;x
city_duke_han;Buzhenshi;;;;;;;;;x
city_king_han;Governor;;;;;;;;;x
city_emperor_han;Dazongtong;;;;;;;;;x
city_barony_of_han;Township of;;;;;;;;;x
city_county_of_han;Jun of;;;;;;;;;x
city_duchy_of_han;Prefecture of;;;;;;;;;x
city_kingdom_of_han;Circuit of;;;;;;;;;x
city_empire_of_han;State of;;;;;;;;;x
vice_royalty_count_han;Zhenshou;;;;;;;;;x
vice_royalty_duke_han;Prefectural Governor;;;;;;;;;x
vice_royalty_duchy_of_han;Prefecture of;;;;;;;;;x

#Buildings
ca_culture_han_cavalry_1_desc;The fundementally foreign population have the long tradition of horseback riding. Following the examples of the diverse Han and Tang dynasty, let us recruit these riders into our cavalry army.;;;;;;;;;x
ca_culture_han_cavalry_2_desc;The Qin and Han dynasty fielded massive regiments of mounted troops agains the Huns. With the abundance of horses in the region, the local Han rulers can finally establish cavalry training grounds like the previous dynasties.;;;;;;;;;x
ca_culture_han_cavalry_3_desc;The Tang Empire found that the ancient heavy cavalry used by the Qin and Han were ineffective against the fast moving nomadic tribes. It's time to shed the heavy armour to gain more mobility in our cavalry formations.;;;;;;;;;x
ca_culture_han_cavalry_4_desc;A good cavalry army relies on tradition, for generations we have learned from both fighting with and against the barbarians. We have accumulated thousands of veteran cavalry soldiers, let them pass on their experiences to the fresh recruits!;;;;;;;;;x
ca_culture_han_cavalry_1;Barbarian Recruitment Office;;;;;;;;;x
ca_culture_han_cavalry_2;Department of Tai'bu for Horse Administration;;;;;;;;;x
ca_culture_han_cavalry_3;Imperial Doctrined Training Grounds;;;;;;;;;x
ca_culture_han_cavalry_4;Imperial Cavalry Training Grounds;;;;;;;;;x

ca_culture_chinese_han_2_desc;The fragile nature of the crossbow troops require a disciplined rank of infantries wielding huge "Modao" to stop the incoming charge while reloading. Here they discipline themselves in tight formations.;;;;;;;;;x
ca_culture_chinese_han_3_desc;A single massive "Chuangzi Crossbow", or Arcuballista, is operated by dozens of infantries, delivering meter long arrows that could pierce several enemy from a large distance away. Their addition can greatly supplement our infantry.;;;;;;;;;x
ca_culture_chinese_han_4_desc;The single-operated, rapid-firing Shenbi Crossbow (Divine Arm) can fire up to 240 steps with terrifying accuracy. By firing in ordered formations, these soldiers can shred any nomadic charges. Here they steady their aim on these training grounds.;;;;;;;;;x
ca_culture_chinese_han_2;Modao Armoury;;;;;;;;;x
ca_culture_chinese_han_3;Arcuballista Production;;;;;;;;;x
ca_culture_chinese_han_4;Divine Arm Distribution;;;;;;;;;x

ca_harem_court;Harem Court;;;;;;;;;x
ca_harem_court_desc;The Imperial Court Law mandates that there could be at least one hundred and twenty-eight beautiful women serving the Emperor. A massive palace must be built to house this land of debauchery.;;;;;;;;;x 

ca_great_wall_1;The Great Wall (Partitioned);;;;;;;;;x
ca_great_wall_2;The Great Wall (Connected);;;;;;;;;x
ca_great_wall_1_desc;Cut off from the main section of the Great Wall, we must build strong fortications to maintain protection of the local province!;;;;;;;;;x
ca_great_wall_2_desc;It was said that the ancient Han built a Great Wall all the way to Dayuan in Ferghana. Today we've connected the Great Walls of Hexi together, perhaps one day we'll rival the Han dynasty's feats!;;;;;;;;;x

ca_wall_q_1_taoist;County Walls;;;;;;;;;x

#Modifiers
principality_income;The Feng'lu, before the Tang dynasty it was the income gathered from a fief, or Shiyi. Now it is simply a set income for the often powerless Imperial Princes;;;;;;;;;x
opinion_granted_imperial_principality;Granted an Imperial Principality;;;;;;;;;x

#CB Type
CB_NAME_TAOIST_CONQUEST;Heavenly Conquest on [Title.GetBaseName];;;;;;;;;x
WAR_NAME_TAOIST_CONQUEST;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Heavenly Conquest over $OTHER_TITLE$;;;;;;;;;x
cb_taoist_duchy_desc;The Heavenly Mandate has been swayed to you. Conquer a neighbouring duchy of a foreign realm that does not follow The Way and make them submit to you. Beware that only the duchy-holder will yield his top-title to you, other local rulers will be kept as your now loyal vassals;;;;;;;;;x

